university,AGRICULTURAL SCIENCES,BIOLOGY & BIOCHEMISTRY,CHEMISTRY,CLINICAL MEDICINE,COMPUTER SCIENCE,ECONOMICS & BUSINESS,ENGINEERING,ENVIRONMENT ECOLOGY,GEOSCIENCES,IMMUNOLOGY,MATERIALS SCIENCE,MATHEMATICS,MICROBIOLOGY,MOLECULAR BIOLOGY & GENETICS,MULTIDISCIPLINARY,NEUROSCIENCE & BEHAVIOR,PHARMACOLOGY & TOXICOLOGY,PHYSICS,PLANT & ANIMAL SCIENCE,PSYCHIATRY PSYCHOLOGY,"SOCIAL SCIENCES, GENERAL",SPACE SCIENCE
INSTITUTE OF EXPERIMENTAL BOTANY OF THE CZECH ACADEMY OF SCIENCES,,,,,,,,,,,,,,,,,,,362.0,,,
INSTITUTE OF FLUID-FLOW MACHINERY OF THE POLISH ACADEMY OF SCIENCES,,,,,,,1803.0,,,,,,,,,,,,,,,
"INSTITUTE OF FOOD SCIENCE & TECHNOLOGY, CAAS",128.0,,,,,,,,,,,,,,,,,,,,,
INSTITUTE OF FUNDAMENTAL TECHNOLOGICAL RESEARCH OF THE POLISH ACADEMY OF SCIENCES,,,,,,,2135.0,,,,,,,,,,,,,,,
"INSTITUTE OF GENETICS & ANIMAL BIOTECHNOLOGY, POLISH ACADEMY OF SCIENCES",,,,,,,,,,,,,,,,,1152.0,,,,,
"INSTITUTE OF GENETICS & DEVELOPMENTAL BIOLOGY, CAS",506.0,724.0,,2845.0,,,,1481.0,,,,,,471.0,,,,,85.0,,,
"INSTITUTE OF GEOCHEMISTRY, CAS",,,,,,,2372.0,578.0,311.0,,,,,,,,,,,,,
"INSTITUTE OF GEOGRAPHY, RUSSIAN ACADEMY OF SCIENCES",,,,,,,,,1051.0,,,,,,,,,,,,,
INSTITUTE OF GEOLOGICAL SCIENCES OF THE POLISH ACADEMY OF SCIENCES,,,,,,,,,1022.0,,,,,,,,,,,,,
"INSTITUTE OF GEOLOGY & GEOPHYSICS, CAS",,,,,,,1813.0,1836.0,47.0,,,,,,,,,,,,,
"INSTITUTE OF GEOLOGY OF ORE DEPOSITS, PETROGRAPHY, MINERALOGY & GEOCHEMISTRY",,,,,,,,,922.0,,,,,,,,,,,,,
INSTITUTE OF GEOLOGY OF THE CZECH ACADEMY OF SCIENCES,,,,,,,,,1061.0,,,,,,,,,,,,,
"INSTITUTE OF GEOLOGY, CEA",,,,,,,,,385.0,,,,,,,,,,,,,
"INSTITUTE OF GEOLOGY, CHINESE ACADEMY OF GEOLOGICAL SCIENCES",,,,,,,,,216.0,,,,,,,,,,,,,
"INSTITUTE OF GEOMECHANICS, CHINESE ACADEMY OF GEOLOGICAL SCIENCES",,,,,,,,,593.0,,,,,,,,,,,,,
INSTITUTE OF GEOPHYSICS OF THE POLISH ACADEMY OF SCIENCES,,,,,,,,,1021.0,,,,,,,,,,,,,
"INSTITUTE OF GEOPHYSICS, CEA",,,,,,,,,725.0,,,,,,,,,,,,,
INSTITUTE OF HEMATOLOGY & BLOOD DISEASES HOSPITAL - CAMS,,,,2485.0,,,,,,,,,,,,,,,,,,
INSTITUTE OF HEMATOLOGY PRAGUE,,,,5445.0,,,,,,,,,,,,,,,,,,
INSTITUTE OF HIGH ENERGY PHYSICS - IHEP,,,,,,,,,,,,,,,,,,228.0,,,,
INSTITUTE OF HIGH ENERGY PHYSICS OF THE AUSTRIAN ACADEMY OF SCIENCES,,,,,,,,,,,,,,,,,,633.0,,,,
"INSTITUTE OF HIGH ENERGY PHYSICS, CAS",,,159.0,,,,1351.0,1208.0,,,236.0,,,,,,,124.0,,,,
INSTITUTE OF HIGH TEMPERATURE ELECTROCHEMISTRY,,,2019.0,,,,,,,,,,,,,,,,,,,
"INSTITUTE OF HYDROBIOLOGY, CAS",,1116.0,,,,,2752.0,418.0,,,,,,,,,,,389.0,,,
"INSTITUTE OF HYDROGEOLOGY & ENVIRONMENTAL GEOLOGY, CHINESE ACADEMY OF GEOLOGICAL SCIENCES",,,,,,,,2011.0,,,,,,,,,,,,,,
INSTITUTE OF HYGIENE & TROPICAL MEDICINE - UNL,,,,,,,,,,,,,,,,,,,,,2326.0,
"INSTITUTE OF INFORMATION ENGINEERING, CAS",,,,,191.0,,1157.0,,,,,,,,,,,,,,,
"INSTITUTE OF INFRASTRUCTURE, TECHNOLOGY, RESEARCH & MANAGEMENT",,,,,,,2028.0,,,,,,,,,,,,,,,
INSTITUTE OF LIVER & BILIARY SCIENCES (ILBS),,,,2460.0,,,,,,,,,,,,,,,,,,
INSTITUTE OF LOW TEMPERATURE & STRUCTURE RESEARCH,,,1712.0,,,,,,,,1187.0,,,,,,,,,,,
INSTITUTE OF MACROMOLECULAR CHEMISTRY OF THE CZECH ACADEMY OF SCIENCES,,,1490.0,,,,,,,,,,,,,,,,,,,
INSTITUTE OF MACROMOLECULAR COMPOUNDS OF THE RUSSIAN ACADEMY OF SCIENCES,,,1845.0,,,,,,,,,,,,,,,,,,,
INSTITUTE OF MARINE RESEARCH - NORWAY,,,,,,,,794.0,899.0,,,,,,,,,,224.0,,,
INSTITUTE OF MATERIA MEDICA - CAMS,,,1642.0,5459.0,,,,,,,,,,,,,311.0,,,,,
INSTITUTE OF MATHEMATICS OF THE CZECH ACADEMY OF SCIENCES,,,,,,,,,,,,395.0,,,,,,,,,,
INSTITUTE OF MATHEMATICS OF THE POLISH ACADEMY OF SCIENCES,,,,,,,,,,,,259.0,,,,,,843.0,,,,
INSTITUTE OF MATHEMATICS OF THE ROMANIAN ACADEMY,,,,,,,,,,,,267.0,,,,,,,,,,
"INSTITUTE OF MECHANICS, CAS",,,,,,,697.0,,,,554.0,,,,,,,,,,,
INSTITUTE OF MEDICINAL BIOTECHNOLOGY - CAMS,,,,,,,,,,,,,,,,,1120.0,,,,,
INSTITUTE OF MEDICINAL PLANT DEVELOPMENT - CAMS,,,1990.0,,,,,,,,,,,,,,359.0,,1094.0,,,
INSTITUTE OF MEDICINE (IOM) - NEPAL,,,,3497.0,,,,,,,,,,,,,,,,,1731.0,
"INSTITUTE OF METAL RESEARCH, CAS",,,447.0,,,,1280.0,2002.0,,,69.0,,,,,,,,,,,
INSTITUTE OF MICROBIOLOGY OF THE CZECH ACADEMY OF SCIENCES,1307.0,1069.0,,,,,,1781.0,,,,,544.0,,,,,,790.0,,,
"INSTITUTE OF MICROBIOLOGY, CAS",,481.0,,3484.0,,,,,,842.0,,,161.0,834.0,,,1365.0,,240.0,,,
"INSTITUTE OF MICROELECTRONICS, CAS",,,,,,,1102.0,,,,838.0,,,,,,,,,,,
"INSTITUTE OF MODERN PHYSICS, CAS",,,,,,,,,,,,,,,,,,552.0,,,,
INSTITUTE OF MOLECULAR BIOLOGY (IMB),,,,,,,,,,,,,,1131.0,,,,,,,,
INSTITUTE OF MOLECULAR BIOTECHNOLOGY (IMBA),,1564.0,,,,,,,,,,,,598.0,,,,,,,,
"INSTITUTE OF MOUNTAIN HAZARDS & ENVIRONMENT, CAS",808.0,,,,,,2499.0,810.0,444.0,,,,,,,,,,,,,
INSTITUTE OF NANO SCIENCE & TECHNOLOGY (INST),,,1775.0,,,,,,,,1292.0,,,,,,,,,,,
"INSTITUTE OF NEW MATERIALS, GUANGDONG ACADEMY OF SCIENCES",,,,,,,,,,,1368.0,,,,,,,,,,,
INSTITUTE OF NUCLEAR PHYSICS - POLISH ACADEMY OF SCIENCES,,,1891.0,,,,,,,,,,,,,,,207.0,,,,
INSTITUTE OF NUTRITION OF CENTRAL AMERICA & PANAMA (INCAP),,,,6644.0,,,,,,,,,,,,,,,,,,
INSTITUTE OF OCEANOLOGY OF THE POLISH ACADEMY OF SCIENCES,,,,,,,,1627.0,990.0,,,,,,,,,,1633.0,,,
"INSTITUTE OF OCEANOLOGY, CAS",,1323.0,1576.0,,,,2669.0,908.0,352.0,,1068.0,,,,,,1318.0,,390.0,,,
INSTITUTE OF ONCOLOGY - SLOVENIA,,,,1562.0,,,,,,,,,,,,,,,,,,
INSTITUTE OF ONCOLOGY RESEARCH (IOR),,,,1581.0,,,,,,,,,,,,,,,,,,
"INSTITUTE OF OPTICS & ELECTRONICS, CAS",,,,,,,2681.0,,,,,,,,,,,,,,,
INSTITUTE OF ORGANIC CHEMISTRY & BIOCHEMISTRY OF THE CZECH ACADEMY OF SCIENCES,,1402.0,831.0,,,,,,,,,,,,,,,,,,,
INSTITUTE OF ORGANIC CHEMISTRY OF THE POLISH ACADEMY OF SCIENCES,,,1339.0,,,,,,,,,,,,,,,,,,,
INSTITUTE OF PATHOGEN BIOLOGY - CAMS,,,,2033.0,,,,,,,,,501.0,,,,,,,,,
INSTITUTE OF PHYSICAL CHEMISTRY OF THE POLISH ACADEMY OF SCIENCES,,,991.0,,,,,,,,1330.0,,,,,,,,,,,
INSTITUTE OF PHYSICOHEMICAL & BIOLOGICAL PROBLEMS OF SOIL SCIENCE,869.0,,,,,,,,,,,,,,,,,,,,,
INSTITUTE OF PHYSICS - POLISH ACADEMY OF SCIENCES,,,1795.0,,,,,,,,,,,,,,,,,,,
INSTITUTE OF PHYSICS BHUBANESWAR (IOPB),,,,,,,,,,,,,,,,,,585.0,,,,
INSTITUTE OF PHYSICS OF MATERIALS OF THE CZECH ACADEMY OF SCIENCES,,,,,,,,,,,1261.0,,,,,,,,,,,
INSTITUTE OF PHYSICS OF THE AZERBAIJAN NATIONAL ACADEMY OF SCIENCES,,,,,,,,,,,,,,,,,,638.0,,,,
INSTITUTE OF PHYSICS OF THE CZECH ACADEMY OF SCIENCES,,,1078.0,,,,,,,,750.0,,,,,,,213.0,,,,
"INSTITUTE OF PHYSICS, CAS",,,230.0,,,,1493.0,,,,102.0,,,,,,,91.0,,,,
INSTITUTE OF PHYSIOLOGY OF THE CZECH ACADEMY OF SCIENCES,,953.0,,,,,,,,,,,,,,,,,,,,
INSTITUTE OF PLANT BIOLOGY - HAS,,,,,,,,,,,,,,,,,,,1585.0,,,
INSTITUTE OF PLANT BREEDING & ACCLIMATIZATION,,,,,,,,,,,,,,,,,,,1840.0,,,
INSTITUTE OF PLANT GENETICS OF THE POLISH ACADEMY OF SCIENCES,,,,,,,,,,,,,,,,,,,1405.0,,,
"INSTITUTE OF PLANT PROTECTION, CAAS",543.0,1499.0,,,,,,1644.0,,,,,580.0,,,,,,298.0,,,
INSTITUTE OF PLASMA PHYSICS OF THE CZECH ACADEMY OF SCIENCES,,,,,,,2495.0,,,,,,,,,,,,,,,
"INSTITUTE OF POST GRADUATE MEDICAL EDUCATION & RESEARCH (IPGMER), KOLKATA",,,,1456.0,,,,,,,,,,,,,,,,,,
INSTITUTE OF PROBLEMS OF CHEMICAL PHYSICS OF THE RUSSIAN ACADEMY OF SCIENCES,,,1390.0,,,,,,,,,,,,,,,,,,,
"INSTITUTE OF PROCESS ENGINEERING, CAS",,1472.0,201.0,,,,546.0,1238.0,,,274.0,,,,,,,,,,,
INSTITUTE OF PSYCHIATRY & NEUROLOGY,,,,5415.0,,,,,,,,,,,,,,,,,,
"INSTITUTE OF PSYCHOLOGY, CAS",,,,,,,,,,,,,,,,611.0,,,,363.0,,
"INSTITUTE OF QUALITY STANDARDS & TESTING TECHNOLOGY FOR AGRO-PRODUCTS, CAAS",972.0,,,,,,,,,,,,,,,,,,,,,
INSTITUTE OF RADIATION MEDICINE - CAMS,,,,6599.0,,,,,,,,,,,,,,,,,,
INSTITUTE OF RADIATION PROBLEMS OF THE AZERBAIJAN NATIONAL ACADEMY OF SCIENCES,,,,5382.0,,,,,,,,,,,,,,,,,,
INSTITUTE OF RHEUMATOLOGY,,,,3357.0,,,,,,,,,,,,,,,,,,
INSTITUTE OF SCIENCE & TECHNOLOGY - AUSTRIA,,1294.0,,,,,,,,,,,,1021.0,,,,,941.0,,,
INSTITUTE OF SCIENCE TOKYO,,431.0,149.0,612.0,740.0,,287.0,1158.0,480.0,437.0,267.0,,631.0,335.0,,850.0,1125.0,202.0,1379.0,,905.0,
"INSTITUTE OF SEMICONDUCTORS, CAS",,,1434.0,,,,1305.0,,,,336.0,,,,,,,611.0,,,,
INSTITUTE OF SOCIAL & ECONOMIC STUDIES OF POPULATION,,,,2180.0,,,,,,,,,,,,,,,,,,
"INSTITUTE OF SOCIAL SCIENCES, UNIVERSITY OF LISBON (ICS-UL)",,,,,,,,,,,,,,,,,,,,,1799.0,
"INSTITUTE OF SOFTWARE, CAS",,,,,655.0,,,,,,,,,,,,,,,,,
"INSTITUTE OF SOIL & WATER CONSERVATION (ISWC), CAS",110.0,,,,,,1748.0,433.0,844.0,,,,,,,,,,1018.0,,,
INSTITUTE OF SOIL SCIENCE & PLANT CULTIVATION,1194.0,,,,,,,,,,,,,,,,,,,,,
INSTITUTE OF SPACE & ASTRONAUTICAL SCIENCE (ISAS),,,,,,,2677.0,,955.0,,,,,,,,,,,,,
INSTITUTE OF SPACE SCIENCE,,,,,,,1506.0,,,,,75.0,,,,,,732.0,,,,
"INSTITUTE OF STRENGTH PHYSICS & MATERIALS SCIENCE, SIBERIAN BRANCH OF THE RAS",,,,,,,,,,,1572.0,,,,,,,,,,,
"INSTITUTE OF SUBTROPICAL AGRICULTURE, CAS",318.0,1467.0,,,,,,882.0,,,,,,,,,,,906.0,,,
"INSTITUTE OF THEORETICAL PHYSICS, CAS",,,,,,,,,,,,,,,,,,503.0,,,,
"INSTITUTE OF TIBETAN PLATEAU RESEARCH, CAS",873.0,,,,,,2426.0,339.0,68.0,,,,,,,,,,1711.0,,,
INSTITUTE OF TRANSPORT ECONOMICS,,,,,,,,,,,,,,,,,,,,,1371.0,
INSTITUTE OF TROPICAL MEDICINE (ITM),,,,1694.0,,,,,,493.0,,,529.0,,,,,,,,976.0,
"INSTITUTE OF URBAN AGRICULTURE, CAAS",901.0,,,,,,,,,,,,,,,,,,,,,
"INSTITUTE OF URBAN ENVIRONMENT, CAS",858.0,,1024.0,,,,878.0,185.0,574.0,,,,458.0,,,,,,1912.0,,,
"INSTITUTE OF URBAN METEOROLOGY, CHINA METEOROLOGICAL ADMINISTRATION",,,,,,,,,857.0,,,,,,,,,,,,,
"INSTITUTE OF VEGETABLES & FLOWERS, CAAS",1042.0,,,,,,,,,,,,,,,,,,621.0,,,
INSTITUTE OF VERTEBRATE BIOLOGY OF THE CZECH ACADEMY OF SCIENCES,,,,,,,,,,,,,,,,,,,1273.0,,,
"INSTITUTE OF VERTEBRATE PALEONTOLOGY & PALEOANTHROPOLOGY, CAS",,,,,,,,,767.0,,,,,,,,,,,,1795.0,
"INSTITUTE OF ZOOLOGY, CAS",,761.0,,4285.0,,,,903.0,,,,,,408.0,,,,,446.0,,,
INSTITUTE PENYELIDIKAN PERHUTANAN MALAYSIA,,,,,,,,1929.0,,,,,,,,,,,,,,
INSTITUTE TECHNOLOGY OF BANDUNG,,,1605.0,,,,1505.0,,1144.0,,1476.0,,,,,,,,,,,
"INSTITUTES OF SCIENCE & DEVELOPMENT, CAS",,,,,,,2330.0,,,,,,,,,,,,,,,
INSTITUTO AGRONOMICO DE CAMPINAS (IAC),896.0,,,,,,,,,,,,,,,,,,1410.0,,,
INSTITUTO BUTANTAN,,,,,,,,,,,,,,,,,1293.0,,1569.0,,,
INSTITUTO CARDIOVASCULAR DE BUENOS AIRES (ICBA),,,,3663.0,,,,,,,,,,,,,,,,,,
INSTITUTO CONMEMORATIVO GORGAS DE ESTUDIOS DE LA SALUD,,,,1327.0,,,,,,,,,,,,,,,,,,
INSTITUTO DANTE PAZZANESE DE CARDIOLOGIA,,,,1758.0,,,,,,,,,,,,,,,,,,
INSTITUTO DE AGROQUIMICA Y TECNOLOGIA DE LOS ALIMENTOS (IATA),271.0,,,5147.0,,,,,,,,,759.0,,,,,,,,,
INSTITUTO DE ASSISTENCIA MEDICA AO SERVIDOR PUBLICO ESTADUAL (IAMSPE),,,,6352.0,,,,,,,,,,,,,,,,,,
INSTITUTO DE ASTROFISICA DE CANARIAS,,,,,,,,,,,,,,,,,,892.0,,,,35.0
INSTITUTO DE BOTANICA - SAO PAULO,,,,,,,,,,,,,,,,,,,970.0,,,
INSTITUTO DE CIENCIA DE MATERIALES DE SEVILLA (ICMS-CSIC),,,1388.0,,,,2521.0,,,,1135.0,,,,,,,,,,,
INSTITUTO DE ECOLOGIA - MEXICO,,,,,,,,1085.0,,,,,,,,,,,548.0,,,
INSTITUTO DE INVESTIGACION BIOMEDICA DE A CORUNA (INIBIC),,,,2519.0,,,,,,,,,,,,,,,,,,
INSTITUTO DE INVESTIGACION BIOMEDICA DE MALAGA Y PLATAFORMA EN NANOMEDICINA (IBIMA),,,,1854.0,,,,,,924.0,,,,,,,,,,,,
INSTITUTO DE INVESTIGACION BIOSANITARIA IBS GRANADA,645.0,,,2127.0,,,,,,,,,,,,,1097.0,,,,2051.0,
INSTITUTO DE INVESTIGACION CIENTIFICAS Y SERVICIOS DE ALTA TECNOLOGIA (INDICASAT-AIP),,,,3481.0,,,,,,,,,,,,,,,,,,
INSTITUTO DE INVESTIGACION SANITARIA BIOGIPUZKOA,,,,2574.0,,,,,,,,,,,,,,,,,,
INSTITUTO DE INVESTIGACION SANITARIA DEL PRINCIPADO DE ASTURIAS (ISPA),,,,3712.0,,,,,,,,,,,,,,,,,,
INSTITUTO DE INVESTIGACION SANITARIA LA FE (IIS LA FE),,1438.0,,5484.0,,,,,,,,,,,,,,,,,,
INSTITUTO DE INVESTIGACION SANITARIA Y BIOMEDICA DE ALICANTE (ISABIAL),,,,3256.0,,,,,,,,,,,,,,,,,,
INSTITUTO DE MEDICINA INTEGRAL PROFESSOR FERNANDO FIGUEIRA (IMIP),,,,6739.0,,,,,,,,,,,,,,,,,,
INSTITUTO DE SALUD CARLOS III,196.0,389.0,1573.0,446.0,,,,1257.0,,195.0,,,253.0,465.0,,380.0,239.0,,1607.0,331.0,723.0,
INSTITUTO DE TELECOMUNICACOES,,,,,563.0,,1295.0,,,,,,,,,,,,,,,
INSTITUTO FEDERAL DO CEARA (IFCE),,,,1978.0,,,,,,,,,,,,,,,,,,
INSTITUTO FEDERAL DO PARANA,872.0,,,,,,,,,,,,,,,,,,,,,
INSTITUTO FEDERAL DO RIO DE JANEIRO (IFRJ),1167.0,,,,,,,,,,,,,,,,,,,,,
INSTITUTO FEDERAL GOIANO,,,,,,,,,,,,,,,,,,,1900.0,,,
INSTITUTO GULBENKIAN DE CIENCIA,,,,,,,,,,,,,,,,,,,1654.0,,,
INSTITUTO MEXICANO DEL PETROLEO,,,,,,,2699.0,,,,,,,,,,,,,,,
INSTITUTO MEXICANO DEL SEGURO SOCIAL,,,,1376.0,,,,,,994.0,,,,,,,1228.0,,,,1981.0,
"INSTITUTO NACIONAL DE ASTROFISICA, OPTICA Y ELECTRONICA",,,,,,,2402.0,,,,,,,,,,,,,,,
INSTITUTO NACIONAL DE CANCEROLOGIA (INCAN),,,,2134.0,,,,,,,,,,,,,,,,,,
INSTITUTO NACIONAL DE CIENCIAS MEDICAS Y NUTRICION SALVADOR ZUBIRAN - MEXICO,,,,974.0,,,,,,1175.0,,,,,,,,,,,,
INSTITUTO NACIONAL DE ENFERMEDADES NEOPLASICAS,,,,2908.0,,,,,,,,,,,,,,,,,,
INSTITUTO NACIONAL DE INVESTIGACION AGROPECUARIA URUGUAY (INIA),1317.0,,,,,,,,,,,,,,,,,,1574.0,,,
INSTITUTO NACIONAL DE MEDICINA GENOMICA,,,,6161.0,,,,,,,,,,1088.0,,,,,,,,
INSTITUTO NACIONAL DE PESQUISAS ESPACIAIS (INPE),,,,,,,,1104.0,426.0,,,,,,,,,584.0,,,,
INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUNIZ,,,,1329.0,,,,,,,,,,,,,,,,376.0,,
INSTITUTO NACIONAL DE SALUD (COLOMBIA),,,,1506.0,,,,,,,,,,,,,,,,,,
INSTITUTO NACIONAL DE SALUD - PERU,,,,1468.0,,,,,,,,,,,,,,,,1051.0,,
INSTITUTO NACIONAL DE SALUD PUBLICA,1349.0,,,585.0,,,,1895.0,,1169.0,,,,,,1007.0,,,,,540.0,
INSTITUTO NACIONAL DE SAUDE DR. RICARDO JORGE,1060.0,,,2724.0,,,,,,1151.0,,,,,,,,,,,,
INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA (INTA),319.0,,,,,,,741.0,,,,,654.0,,,,,,425.0,,,
INSTITUTO NACIONAL INVESTIGACION TECNOLOGIA AGRARIA ALIMENTARIA (INIA),1082.0,700.0,,,,,,1334.0,,,,,,,,,,,466.0,,,
INSTITUTO POLITECNICO DA GUARDA,,,,5810.0,,,,,,,,,,,,,,,,,,
INSTITUTO POLITECNICO DE BRAGANCA,182.0,,1670.0,,,,,,,,,,,,,,,,1822.0,,,
INSTITUTO POLITECNICO DO PORTO,641.0,,1431.0,2082.0,,,1042.0,1556.0,,,,,,,,,,,,,2266.0,
INSTITUTO POLITECNICO NACIONAL - MEXICO,281.0,1035.0,778.0,3818.0,666.0,,805.0,862.0,,1122.0,886.0,,456.0,,,,688.0,680.0,407.0,,,
INSTITUTO PORTUGUES DO MAR E DA ATMOSFERA,,,,,,,,1580.0,791.0,,,,,,,,,,1193.0,,,
INSTITUTO SUPERIOR DE CIENCIAS DA SAUDE EGAS MONIZ,,,,3125.0,,,,,,,,,,,,,,,,,,
INSTITUTO SUPERIOR PSICOLOGIA APLICADA (ISPA),,,,,,,,,,,,,,,,,,,,1036.0,2325.0,
INSTITUTO TECNOLOGICO AUTONOMO DE MEXICO,,,,4685.0,,,,,,,,,,,,,,,,,,
INSTITUTO TECNOLOGICO DE AERONAUTICA (ITA),,,,,,,2139.0,,,,,,,,,,,,,,,
INSTITUTO TECNOLOGICO VALE DESENVOLVIMENTO SUSTENTAVEL,,,,,,,,1859.0,,,,,,,,,,,1849.0,,,
INSTITUTO UNIVERSITARIO DE LISBOA,,,,,,383.0,2146.0,,,,,,,,,,,,,512.0,633.0,
INSTITUTO UNIVERSITARIO DE ONCOLOGIA DE ASTURIAS,,,,3398.0,,,,,,,,,,761.0,,,,,,,,
INSTITUTO VALENCIANO DE INVESTIGACIONES AGRARIAS (IVIA),,,,,,,,,,,,,,,,,,,1593.0,,,
INSTITUTO VALENCIANO DE ONCOLOGIA,,,,2136.0,,,,,,,,,,,,,,,,,,
INSTITUTUL CLINIC FUNDENI,,,,2914.0,,,,,,,,,,,,,,,,,,
INSTITUUT VERBEETEN,,,,5029.0,,,,,,,,,,,,,,,,,,
INSTM,,,1962.0,,,,,,,,,,,,,,,,,,,
INSURANCE INST HIGHWAY SAFETY,,,,,,,,,,,,,,,,,,,,,2369.0,
INT ASSOC STUDY LUNG CANC,,,,4363.0,,,,,,,,,,,,,,,,,,
INT COUNCIL EXPLORAT SEA,,,,,,,,,,,,254.0,,,,,,,,,,
INT CTR INTEGRATED MT DEV,,,,,,,,,1018.0,,,,,,,,,,,,,
INT CTR RES WOMEN,,,,3560.0,,,,,,,,,,,,,,,,,,
INT DIABET FEDERAT,,,,2204.0,,,,,,,,,,,,,,,,,,
INT FDN DERMATOL,,,,1521.0,,,,,,,,,,,,,,,,,,
INT HLTH & DEV,,,,5930.0,,,,,,,,,,,,,,,,,,
INT INST SUSTAINABIL,,,,,,,,1303.0,,,,,,,,,,,,,,
INT INST TROP AGR,1114.0,,,,,,,,,,,,,,,,,,1338.0,,,
INT NEUROTRAUMA RES ORG,,,,4485.0,,,,,,,,,,,,,,,,,,
INT OLYMP COMM,,,,5747.0,,,,,,,,,,,,,,,,,,
INT OTORHINOLARYNGOL RES ASSOC,,,,3164.0,,,,,,,,,,,,,,,,,,
INT RES ASSOCIATES LLC,,,,4545.0,,,,,,,,,,,,,,,,,,
INT SCI ASSOC PROBIOT & PREBIOT,,,,5640.0,,,,,,,,,,,,,,,,,,
INT UNION CONSERVAT NAT,,,,,,,,1439.0,,,,,,,,,,,,,,
INTEGRATED DEV FDN NEPAL,,,,5201.0,,,,,,,,,,,,,,,,,,
INTEGRATED MED GRP PC,,,,4777.0,,,,,,,,,,,,,,,,,,
INTEGRATED RES CTR,,,,4721.0,,,,,,,,,,,,,,,,,,
INTEGRATED RES GRP INC,,,,4777.0,,,,,,,,,,,,,,,,,,
INTEGRIS BAPTIST MED CTR,,,,6593.0,,,,,,,,,,,,,,,,,,
INTEL CORPORATION,,,,,309.0,,679.0,,,,,,,,,,,,,,,
INTEL USA,,,,,491.0,,825.0,,,,,,,,,,,,,,,
INTENSIVE CARE NATIONAL AUDIT & RESEARCH CENTRE,,,,2258.0,,,,,,,,,,,,,,,,,,
INTER-AMERICAN DEVELOPMENT BANK,,,,,,,,,,,,,,,,,,,,,2268.0,
INTER-UNIVERSITY CENTRE FOR ASTRONOMY & ASTROPHYSICS,,,,,,,,,,,,,,,,,,514.0,,,,198.0
INTERCEPT PHARMACEUTICALS,,,,5971.0,,,,,,,,,,,,,,,,,,
INTERCOUNTRY CTR ORAL HLTH ICOH AFRICA,,,,3359.0,,,,,,,,,,,,,,,,,,
INTERMOUNTAIN HEALTHCARE,,,,938.0,,,,,,,,,,,,,,,,,,
INTERMOUNTAIN MEDICAL CENTER,,,,973.0,,,,,,,,,,,,,,,,,,
INTERN MED,,,,4777.0,,,,,,,,,,,,,,,,,,
INTERNAL MED ASSOCIATES ANDERSON PA,,,,4777.0,,,,,,,,,,,,,,,,,,
INTERNATIONAL ADVANCED RESEARCH CENTRE FOR POWDER METALLURGY & NEW MATERIALS (ARCI),,,,,,,,,,,1263.0,,,,,,,,,,,
INTERNATIONAL AGENCY FOR RESEARCH ON CANCER (IARC),,,,224.0,,,,,,,,,,1044.0,,715.0,,,,,707.0,
INTERNATIONAL AIDS VACCINE INITIATIVE,,,,,,,,,,774.0,,,512.0,,,,,,,,,
INTERNATIONAL ATOMIC ENERGY AGENCY,,,,5086.0,,,,,,,,,,,,,,,1461.0,,,
INTERNATIONAL BREAST CANCER STUDY GROUP,,,,6742.0,,,,,,,,,,,,,,,,,,
INTERNATIONAL BUSINESS MACHINES (IBM),,,1082.0,3998.0,221.0,,725.0,,,,598.0,,,,,,,550.0,,,2247.0,
INTERNATIONAL CENTER FOR AGRICULTURAL RESEARCH IN THE DRY AREAS (ICARDA),1196.0,,,,,,,,,,,,,,,,,,1855.0,,,
INTERNATIONAL CENTER FOR GENETIC ENGINEERING & BIOTECHNOLOGY (ICGEB),,1330.0,,4531.0,,,,,,,,,783.0,1127.0,,,,,1031.0,,,
"INTERNATIONAL CENTER FOR GENETIC ENGINEERING & BIOTECHNOLOGY (ICGEB), NEW DELHI",,,,,,,,,,,,,,,,,,,1139.0,,,
INTERNATIONAL CENTER FOR TROPICAL AGRICULTURE - CIAT,417.0,,,,,,,798.0,,,,,,,,,,,1005.0,,1538.0,
INTERNATIONAL CENTRE FOR BAMBOO & RATTAN,,,,,,,,,,,,,,,,,,,1673.0,,,
INTERNATIONAL CENTRE FOR DIARRHOEAL DISEASE RESEARCH (ICDDR),,,,841.0,,,,,,600.0,,,,,,1131.0,,,,,847.0,
"INTERNATIONAL CENTRE FOR THEORETICAL SCIENCES, BENGALURU",,,,,,,,,,,,,,,,,,490.0,,,,
INTERNATIONAL CENTRE OF INSECT PHYSIOLOGY & ECOLOGY (ICIPE),962.0,,,,,,,,,,,,,,,,,,861.0,,,
INTERNATIONAL CROPS RESEARCH INSTITUTE FOR THE SEMI-ARID-TROPICS (ICRISAT),416.0,,,,,,,,,,,,,,,,,,370.0,,,
INTERNATIONAL DIABETES CENTER,,,,1982.0,,,,,,,,,,,,,,,,,,
INTERNATIONAL DRUG DEVELOPMENT INSTITUTE,,,,5777.0,,,,,,,,,,,,,,,,,,
INTERNATIONAL FOOD POLICY RESEARCH INSTITUTE (IFPRI),367.0,,,3483.0,,276.0,,1485.0,,,,,,,,,,,,,663.0,
